PaymentID,ReportID,PaymentMethod,PaymentDate,TotalAmount,CompanyPaidAmount,EmployeeDueAmount,PaymentStatus
PAY-3601,6c405f68-9152-4ac7-9037-da95d7ee6de4,BankTransfer,2025-06-21T00:00:00,81.99,76.56,5.43,PAID
PAY-3602,6c662158-d59f-4314-8fbd-c43b52592107,ExpenseReimbursement,2024-05-05T00:00:00,329.24,321.69,7.55,PAID
PAY-3603,6c6c49ce-5d12-4b4c-9c19-17fe15de3993,ExpenseReimbursement,2024-10-27T00:00:00,742.0,563.14,178.86,PAID
PAY-3604,6c767adf-686e-409e-990d-888689f2b03c,ExpenseReimbursement,2025-03-16T00:00:00,17.95,14.23,3.72,PAID
PAY-3605,6c8e3700-cca5-458e-b818-848b26af416b,ExpenseReimbursement,2025-08-10T00:00:00,591.42,545.13,46.29,PAID
PAY-3606,6c9a747c-8d45-4117-b0e4-a8b31fc8d233,ExpenseReimbursement,2025-01-18T00:00:00,1030.23,838.64,191.59,PAID
PAY-3607,6c9d1b34-e4a3-491f-9eb9-76d8e0dcfda4,BankTransfer,2024-12-28T00:00:00,1447.47,1184.26,263.21,PAID
PAY-3608,6ca40658-bfcb-427b-9465-a07fdaae25aa,CorporateCardSettlement,2025-07-20T00:00:00,878.25,873.51,4.74,PAID
PAY-3609,6ca44b9d-8b1b-4e4f-b46a-54b4dc819a6e,ExpenseReimbursement,2024-11-16T00:00:00,847.95,786.19,61.76,PAID
PAY-3610,6ca5f908-e88a-401c-a285-f675dffdaed6,CorporateCardSettlement,2023-11-30T00:00:00,241.71,208.77,32.94,PAID
PAY-3611,6cb17de3-6408-4650-9a3e-09f8f653d3ec,BankTransfer,2024-12-02T00:00:00,186.66,179.84,6.82,PAID
PAY-3612,6cbb55c6-0b67-4ac0-8776-2ce1dad476a8,BankTransfer,2024-06-05T00:00:00,407.73,335.05,72.68,PAID
PAY-3613,6cbbd605-94ab-42ce-8bd0-64fbb57fb4d3,CorporateCardSettlement,2024-10-14T00:00:00,358.22,284.73,73.49,PAID
PAY-3614,6cc6b186-1e1d-455f-95d6-7511e2eb3b17,ExpenseReimbursement,2023-11-06T00:00:00,1492.8,1359.83,132.97,PAID
PAY-3615,6cd05208-91e2-4c7d-b40e-96b1db93aec2,ExpenseReimbursement,2025-07-16T00:00:00,51.23,39.06,12.17,PAID
PAY-3616,6cd09e01-bf86-4b6f-b5c1-b1dc411fff0f,ExpenseReimbursement,2024-11-24T00:00:00,439.31,390.36,48.95,PAID
PAY-3617,6cd544e0-2983-486e-b1cc-41f3ce0ba98d,BankTransfer,2024-03-26T00:00:00,1213.38,1145.02,68.36,PAID
PAY-3618,6cd6ffc3-cca2-449c-a4e1-374ed52e33d5,BankTransfer,2024-11-17T00:00:00,1470.5,1299.6,170.9,PAID
PAY-3619,6cea9e03-8708-478d-9621-faa6da373ca8,CorporateCardSettlement,2025-09-17T00:00:00,1000.76,864.47,136.29,PAID
PAY-3620,6d014182-4999-4de4-876b-1a4797236c4e,BankTransfer,2023-11-16T00:00:00,180.46,168.79,11.67,PAID
PAY-3621,6d06ab41-78c6-4717-9e18-bddf14ce7346,ExpenseReimbursement,2025-07-05T00:00:00,588.22,579.96,8.26,PAID
PAY-3622,6d0719bc-e8e7-480d-8ed8-0c5b90dd817e,CorporateCardSettlement,2024-04-07T00:00:00,1428.86,1349.91,78.95,PAID
PAY-3623,6d0b5dab-7aff-4697-bee6-162fae190b78,BankTransfer,2025-01-02T00:00:00,1445.96,1380.94,65.02,PAID
PAY-3624,6d1be6ee-40a2-4bd3-b01c-faa6341ece15,BankTransfer,2025-09-18T00:00:00,628.91,483.03,145.88,PAID
PAY-3625,6d2e5864-2e4d-434f-a97a-2dd14c0c9915,BankTransfer,2025-07-07T00:00:00,415.56,385.22,30.34,PAID
PAY-3626,6d311bda-5418-4ed5-98f4-4193c42c80b3,ExpenseReimbursement,2023-10-17T00:00:00,149.42,147.17,2.25,PAID
PAY-3627,6d391fd2-2f5c-4748-910e-b319c06614b7,ExpenseReimbursement,2024-05-27T00:00:00,1305.52,1137.91,167.61,PAID
PAY-3628,6d4659c9-9cf5-48da-a808-f59e9476a07d,BankTransfer,2025-04-19T00:00:00,644.66,636.44,8.22,PAID
PAY-3629,6d57ffd2-700d-48fc-bcfa-887c8e9251f5,BankTransfer,2024-12-06T00:00:00,785.27,725.26,60.01,PAID
PAY-3630,6d5dba33-3aec-44fb-a4bb-9e635c0d1e09,BankTransfer,2024-10-19T00:00:00,274.83,271.34,3.49,PAID
PAY-3631,6d769737-ef27-425f-a254-704e597d558f,BankTransfer,2023-12-12T00:00:00,1008.31,841.59,166.72,PAID
PAY-3632,6d77c7f4-26bd-42bc-a335-20ebcc5b7bab,CorporateCardSettlement,2025-08-21T00:00:00,1472.51,1285.98,186.53,PAID
PAY-3633,6d89a1f3-a288-4785-86e8-0bcb06e6964f,ExpenseReimbursement,2025-01-11T00:00:00,150.67,133.1,17.57,PAID
PAY-3634,6d9272c3-5444-40cd-8256-45c024e064cb,ExpenseReimbursement,2024-12-28T00:00:00,462.51,447.46,15.05,PAID
PAY-3635,6d94bce3-a15b-4f7f-8e54-eecc9ae177e5,BankTransfer,2025-08-20T00:00:00,299.79,265.31,34.48,PAID
PAY-3636,6d998efd-cbfd-4d80-aab4-64a50447f154,CorporateCardSettlement,2024-01-23T00:00:00,1233.71,1014.22,219.49,PAID
PAY-3637,6d9d530a-a7c4-4211-84df-66f1ff639971,CorporateCardSettlement,2023-11-23T00:00:00,669.24,547.78,121.46,PAID
PAY-3638,6d9e8bdf-e955-4a6a-883d-df9fa00770f6,ExpenseReimbursement,2025-02-05T00:00:00,959.21,836.58,122.63,PAID
PAY-3639,6da16d84-d009-42f3-8f72-bba9cde1c6cc,CorporateCardSettlement,2024-05-20T00:00:00,424.27,375.6,48.67,PAID
PAY-3640,6dab213d-aecb-4a91-bb2f-09e5f0a82663,ExpenseReimbursement,2025-09-23T00:00:00,372.46,359.84,12.62,PAID
PAY-3641,6dac133f-10db-4bdb-8dda-63b060c3b546,BankTransfer,2025-03-13T00:00:00,378.96,304.35,74.61,PAID
PAY-3642,6dac6c00-d713-412c-ab30-e8b9310e0624,BankTransfer,2025-09-13T00:00:00,167.61,164.78,2.83,PAID
PAY-3643,6db89d19-6a98-4f7b-bece-1f3d9c916031,CorporateCardSettlement,2025-01-10T00:00:00,383.02,340.8,42.22,PAID
PAY-3644,6dbbea2b-b130-492b-979f-7d929fcdb92d,CorporateCardSettlement,2025-08-19T00:00:00,1248.84,1208.63,40.21,PAID
PAY-3645,6dcc3794-ff4e-4180-b1c0-ef1217c229a1,BankTransfer,2024-04-20T00:00:00,938.09,726.78,211.31,PAID
PAY-3646,6dcde88e-4931-4467-b207-46c69f1b7227,ExpenseReimbursement,2025-01-10T00:00:00,1121.6,1022.01,99.59,PAID
PAY-3647,6dd3abcd-1110-4264-90d9-525127574adf,ExpenseReimbursement,2024-07-11T00:00:00,1015.38,859.95,155.43,PAID
PAY-3648,6dd5f405-c6d9-4c53-9f77-ffe8c70d0a20,BankTransfer,2025-03-03T00:00:00,435.59,400.39,35.2,PAID
PAY-3649,6de6a792-9e95-4ab4-b118-7b494ec8b906,ExpenseReimbursement,2025-08-13T00:00:00,507.31,452.95,54.36,PAID
PAY-3650,6de9db52-3b46-4c6c-9c71-32308ec0cc06,BankTransfer,2025-07-26T00:00:00,295.68,287.34,8.34,PAID
PAY-3651,6dead46f-f075-4fd2-ac25-d32a95ff1aa3,ExpenseReimbursement,2023-12-03T00:00:00,871.43,783.15,88.28,PAID
PAY-3652,6deba66b-3353-482a-a072-9dc408f47e0c,CorporateCardSettlement,2025-01-18T00:00:00,9.33,8.38,0.95,PAID
PAY-3653,6deef0e2-5678-4964-99ce-be574279a4c4,BankTransfer,2025-05-14T00:00:00,1251.08,1011.53,239.55,PAID
PAY-3654,6df50fd6-1469-4a92-bad6-99ebb76e9413,BankTransfer,2024-06-28T00:00:00,543.66,463.05,80.61,PAID
PAY-3655,6df5f390-0d73-4bc0-96ae-258438be3a08,BankTransfer,2025-06-27T00:00:00,756.24,651.97,104.27,PAID
PAY-3656,6dfb344c-aacc-4a19-9bc5-30c5d40d2319,CorporateCardSettlement,2024-10-21T00:00:00,647.89,623.1,24.79,PAID
PAY-3657,6e014d5e-5976-45b9-9c85-437797ad4bca,CorporateCardSettlement,2025-05-10T00:00:00,1138.38,1124.64,13.74,PAID
PAY-3658,6e04799b-e0fd-49d6-8866-8826ec036ed2,ExpenseReimbursement,2025-09-29T00:00:00,617.04,579.25,37.79,PAID
PAY-3659,6e0a91e3-a394-4d4a-8ec1-ab23392983f3,ExpenseReimbursement,2025-03-04T00:00:00,1191.26,962.1,229.16,PAID
PAY-3660,6e0ea290-d01a-43d7-963a-d28d229a4429,BankTransfer,2023-11-05T00:00:00,1030.32,822.96,207.36,PAID
PAY-3661,6e1cac81-4baa-4b0d-845d-50829ffb15cd,CorporateCardSettlement,2024-12-31T00:00:00,650.13,510.4,139.73,PAID
PAY-3662,6e1de4e8-738e-4bf5-92cd-365cc223dbae,BankTransfer,2025-05-27T00:00:00,717.27,671.4,45.87,PAID
PAY-3663,6e24590e-717a-49db-91eb-38f55f15a95e,ExpenseReimbursement,2025-03-06T00:00:00,587.13,516.72,70.41,PAID
PAY-3664,6e2fb5fd-ffc2-457a-bc2f-12e154f5e166,ExpenseReimbursement,2024-03-09T00:00:00,1292.79,1273.37,19.42,PAID
PAY-3665,6e34d3eb-f029-4923-88a5-ead5b7431191,ExpenseReimbursement,2024-03-01T00:00:00,1266.42,973.49,292.93,PAID
PAY-3666,6e3722c7-efa2-4a1c-931b-1f911bb13c58,CorporateCardSettlement,2023-11-05T00:00:00,845.95,818.97,26.98,PAID
PAY-3667,6e47fbee-6494-41dd-b7df-fdd6f5d0bc48,ExpenseReimbursement,2024-06-02T00:00:00,818.13,815.36,2.77,PAID
PAY-3668,6e52d28a-286c-4db1-8e8c-449b78d88c02,CorporateCardSettlement,2024-10-12T00:00:00,1263.73,1252.24,11.49,PAID
PAY-3669,6e53044c-4179-4d34-8e86-e88b4c08d393,ExpenseReimbursement,2023-12-15T00:00:00,353.87,346.88,6.99,PAID
PAY-3670,6e57f340-952a-41cd-8087-21b2bb437fb5,BankTransfer,2024-04-04T00:00:00,1215.58,1011.98,203.6,PAID
PAY-3671,6e607f7f-e24a-47b9-9993-ee85fef397a1,BankTransfer,2024-07-02T00:00:00,1382.61,1167.82,214.79,PAID
PAY-3672,6e653b4c-e8f8-4f13-8a9f-aa7a90752804,ExpenseReimbursement,2024-12-12T00:00:00,985.0,942.94,42.06,PAID
PAY-3673,6e653fdb-9901-4b8e-a2e7-fb32ecdfe5c9,BankTransfer,2025-06-22T00:00:00,633.57,530.87,102.7,PAID
PAY-3674,6e6a48f3-fc1a-4484-a5a4-7f0d3973f965,ExpenseReimbursement,2024-07-26T00:00:00,312.98,244.65,68.33,PAID
PAY-3675,6e7a0885-5110-4ed2-8568-48f21ca822fd,ExpenseReimbursement,2025-07-15T00:00:00,58.95,55.91,3.04,PAID
PAY-3676,6e900ea1-2bac-429e-98b0-e8277566ccec,BankTransfer,2024-09-27T00:00:00,1168.53,921.8,246.73,PAID
PAY-3677,6e963774-3416-4be6-a293-f3016b59e42c,BankTransfer,2025-09-18T00:00:00,462.64,452.97,9.67,PAID
PAY-3678,6e9b7f0c-cddb-49e4-aa58-b1975847c1b5,BankTransfer,2024-04-08T00:00:00,1339.01,1334.03,4.98,PAID
PAY-3679,6eb6ecc3-a6c0-45c6-9de7-48472a4ccfb5,CorporateCardSettlement,2025-05-10T00:00:00,11.22,9.66,1.56,PAID
PAY-3680,6eb703d6-92c7-44a7-9b6a-5abd84cf6fa8,ExpenseReimbursement,2024-10-10T00:00:00,298.28,231.05,67.23,PAID
PAY-3681,6ebe14e6-2a74-4501-88d5-241535c185f3,CorporateCardSettlement,2024-06-03T00:00:00,22.66,20.29,2.37,PAID
PAY-3682,6ebe96b2-526c-4cfc-be4a-2b0c0014092c,CorporateCardSettlement,2024-09-14T00:00:00,1279.45,1132.14,147.31,PAID
PAY-3683,6ee0f289-2a11-4499-88eb-72ee957cc88f,ExpenseReimbursement,2025-04-03T00:00:00,415.58,348.89,66.69,PAID
PAY-3684,6ee51ad8-d3b7-4b85-9301-b788f43b45da,CorporateCardSettlement,2024-04-13T00:00:00,1060.88,1013.93,46.95,PAID
PAY-3685,6ee7923b-4b67-41ca-8648-14ec54bd80a6,BankTransfer,2025-06-14T00:00:00,209.2,206.35,2.85,PAID
PAY-3686,6ee8273d-9cd8-4db7-80b9-f64337b7a3e4,BankTransfer,2025-03-20T00:00:00,1414.26,1244.07,170.19,PAID
PAY-3687,6ef89564-d6f5-47c7-8638-d56e62b4d72c,BankTransfer,2024-11-25T00:00:00,1278.01,1054.25,223.76,PAID
PAY-3688,6f0c3721-2757-4829-8aa4-49e3bfa412d3,CorporateCardSettlement,2025-03-03T00:00:00,896.93,706.35,190.58,PAID
PAY-3689,6f0c9d92-7c92-4443-a9bf-011d4446a05b,CorporateCardSettlement,2025-09-11T00:00:00,311.31,292.03,19.28,PAID
PAY-3690,6f12708b-d964-4f0a-88c3-c2d535f4efff,BankTransfer,2024-07-24T00:00:00,685.28,520.73,164.55,PAID
PAY-3691,6f17a318-b130-4fdc-99ea-9769e38592c6,CorporateCardSettlement,2024-07-12T00:00:00,1363.48,1213.73,149.75,PAID
PAY-3692,6f1ae32c-202d-4924-ad34-8d4b779b8193,BankTransfer,2024-09-18T00:00:00,918.56,868.83,49.73,PAID
PAY-3693,6f2345b7-15bb-4091-afce-10a6cc59a73f,BankTransfer,2025-06-01T00:00:00,890.01,812.39,77.62,PAID
PAY-3694,6f2ac5d7-2c2c-4a34-8982-621007804e44,ExpenseReimbursement,2024-05-20T00:00:00,922.44,778.15,144.29,PAID
PAY-3695,6f2c2b02-52f5-45ac-9cb7-2cb0c08a44b6,CorporateCardSettlement,2024-08-29T00:00:00,1152.98,1019.21,133.77,PAID
PAY-3696,6f2e2fb1-c5fb-42da-98af-8bd7f8090bbc,ExpenseReimbursement,2025-03-24T00:00:00,694.8,594.9,99.9,PAID
PAY-3697,6f322d96-98cb-4d62-9efc-f74f94419025,ExpenseReimbursement,2025-09-25T00:00:00,27.09,24.14,2.95,PAID
PAY-3698,6f3729cd-aa33-4140-83d9-6d1bd1f00ff6,CorporateCardSettlement,2024-10-28T00:00:00,936.23,826.76,109.47,PAID
PAY-3699,6f3e1cda-fb88-4592-80f0-24666e9e8154,ExpenseReimbursement,2025-02-23T00:00:00,952.13,759.2,192.93,PAID
PAY-3700,6f550a7d-7eb9-4e7a-8ebd-20510ae96aad,ExpenseReimbursement,2025-04-21T00:00:00,469.74,428.12,41.62,PAID
PAY-3701,6f5cf09d-9307-4070-a3cf-01c7ebe46e0a,BankTransfer,2025-02-05T00:00:00,1030.91,796.07,234.84,PAID
PAY-3702,6f5dfbe7-af25-401d-a7b8-0cd3d6e0eb60,CorporateCardSettlement,2024-06-30T00:00:00,477.31,412.49,64.82,PAID
PAY-3703,6f5f9aef-cd47-45be-b6c7-e12acaf27039,CorporateCardSettlement,2024-06-04T00:00:00,1012.93,880.48,132.45,PAID
PAY-3704,6f6bd944-7c76-44d7-a2b3-08cfc09c6277,CorporateCardSettlement,2025-08-15T00:00:00,1088.53,925.0,163.53,PAID
PAY-3705,6f75150c-4d35-488d-86bb-6cda7248f6ca,CorporateCardSettlement,2025-07-13T00:00:00,783.32,642.64,140.68,PAID
PAY-3706,6f9889ec-7406-4bd5-a482-ae5abce4cc85,BankTransfer,2025-07-31T00:00:00,556.44,542.99,13.45,PAID
PAY-3707,6fa0e634-b165-4ee0-9ef7-9f0c19f75539,BankTransfer,2024-06-27T00:00:00,964.15,766.29,197.86,PAID
PAY-3708,6fa769f9-919a-493b-949d-8826cc13b6c4,CorporateCardSettlement,2024-10-05T00:00:00,788.07,735.56,52.51,PAID
PAY-3709,6fb56926-a710-43e7-9a70-96bfea8b9058,ExpenseReimbursement,2023-12-20T00:00:00,1222.25,1073.68,148.57,PAID
PAY-3710,6fb5fbc7-b252-4e39-ae71-3dbe1ad27947,CorporateCardSettlement,2024-05-11T00:00:00,1024.27,810.23,214.04,PAID
PAY-3711,6fbb27c1-5caf-4c4e-88fb-55f73283805f,CorporateCardSettlement,2024-01-31T00:00:00,152.37,144.75,7.62,PAID
PAY-3712,6fc907b7-d6d2-4d74-9a47-a694b8123ad5,ExpenseReimbursement,2024-06-18T00:00:00,987.9,817.76,170.14,PAID
PAY-3713,6fd38817-5ad7-47eb-aebb-00410f1e12ac,ExpenseReimbursement,2025-07-10T00:00:00,595.51,498.88,96.63,PAID
PAY-3714,6fd7797e-fdd5-470f-939b-3ef461307c4d,BankTransfer,2024-10-22T00:00:00,1469.38,1236.52,232.86,PAID
PAY-3715,6ffa797c-75f7-4e9e-a78f-d6ac6cab8a57,BankTransfer,2024-07-15T00:00:00,222.74,198.06,24.68,PAID
PAY-3716,7002363f-007a-40ea-826c-a730a141218b,BankTransfer,2023-11-05T00:00:00,51.49,51.38,0.11,PAID
PAY-3717,70133288-3aff-492f-ae6e-80053578b85c,CorporateCardSettlement,2023-11-29T00:00:00,75.52,66.72,8.8,PAID
PAY-3718,70151d19-f06d-4aa4-b905-5967eafa2ca8,BankTransfer,2024-12-07T00:00:00,249.5,222.48,27.02,PAID
PAY-3719,7019fea7-3c90-4e5e-a479-a285de3afe7b,CorporateCardSettlement,2024-09-23T00:00:00,792.13,746.4,45.73,PAID
PAY-3720,701cc0bc-6be5-4cc1-8037-971d77746be9,CorporateCardSettlement,2024-11-18T00:00:00,689.65,541.55,148.1,PAID
PAY-3721,701d7267-c909-41b9-a098-8660a1cd99b2,ExpenseReimbursement,2024-12-02T00:00:00,424.46,343.88,80.58,PAID
PAY-3722,70205be8-beb6-4c44-8882-ba04815d4853,BankTransfer,2025-01-05T00:00:00,948.24,784.52,163.72,PAID
PAY-3723,702955ad-5adb-4067-9d68-d50e64d7ab44,BankTransfer,2025-01-24T00:00:00,1130.86,1114.52,16.34,PAID
PAY-3724,7037e4bc-9ac0-436e-99a1-61e3e23508d2,BankTransfer,2025-04-18T00:00:00,193.38,178.37,15.01,PAID
PAY-3725,705730f5-0425-47b7-8505-d0af2d3ce8d2,CorporateCardSettlement,2023-11-07T00:00:00,252.54,242.99,9.55,PAID
PAY-3726,7059edd9-c267-464b-b781-fbe0c7b8cbb7,CorporateCardSettlement,2024-09-05T00:00:00,1076.06,1012.52,63.54,PAID
PAY-3727,705ffa99-4903-40c0-ae38-f8eae6806b91,ExpenseReimbursement,2024-12-19T00:00:00,957.82,853.19,104.63,PAID
PAY-3728,706b7afe-6896-4b44-a065-4975582af934,CorporateCardSettlement,2024-12-10T00:00:00,299.84,237.81,62.03,PAID
PAY-3729,70933d5d-fc41-4504-b5f3-78311ec0ea8c,CorporateCardSettlement,2023-11-30T00:00:00,789.09,649.64,139.45,PAID
PAY-3730,70975308-299a-4024-b631-ca400ebaf2d5,ExpenseReimbursement,2024-11-13T00:00:00,963.81,743.29,220.52,PAID
PAY-3731,7098ac14-a59a-4d30-a7a0-b7391cb81bc4,BankTransfer,2024-10-22T00:00:00,333.64,329.5,4.14,PAID
PAY-3732,70a0519a-acae-4553-98be-d0d77ace91d7,BankTransfer,2023-11-07T00:00:00,1210.48,940.82,269.66,PAID
PAY-3733,70a8738a-f7ea-48ec-8e37-ab60489137d0,BankTransfer,2024-12-27T00:00:00,752.08,647.17,104.91,PAID
PAY-3734,70c25ed1-f209-4ab9-82a2-da3a6164eca1,ExpenseReimbursement,2024-04-06T00:00:00,217.57,190.15,27.42,PAID
PAY-3735,70c602a9-0b9f-4356-955b-8f6de2e2976c,ExpenseReimbursement,2025-09-03T00:00:00,319.08,291.06,28.02,PAID
PAY-3736,70ca7d5b-e484-4ee7-a71d-74c1e5f7c166,CorporateCardSettlement,2024-08-03T00:00:00,41.39,33.82,7.57,PAID
PAY-3737,70cc949e-a8d2-49b6-806a-6e3b8e37c286,BankTransfer,2024-04-04T00:00:00,1030.94,835.64,195.3,PAID
PAY-3738,70ce5f21-9d27-4817-8e27-bd78206d93c6,ExpenseReimbursement,2025-09-03T00:00:00,1025.03,828.8,196.23,PAID
PAY-3739,70d81fae-bdcb-4da0-898e-e505761e4507,CorporateCardSettlement,2024-11-28T00:00:00,97.73,97.37,0.36,PAID
PAY-3740,70dc4f62-bd22-41fe-97dc-2fe7972d3961,CorporateCardSettlement,2025-08-15T00:00:00,799.95,707.84,92.11,PAID
PAY-3741,70dd7124-62f9-4c58-ba40-66d0b86dc7c3,BankTransfer,2024-09-26T00:00:00,883.7,765.65,118.05,PAID
PAY-3742,70df78db-f81b-4281-a285-fde603fd399d,BankTransfer,2024-06-14T00:00:00,650.14,591.83,58.31,PAID
PAY-3743,70e54449-cb3e-475e-8b33-1af80dd5b599,ExpenseReimbursement,2025-03-22T00:00:00,723.5,721.74,1.76,PAID
PAY-3744,70ed5921-99a3-4c59-9443-2ecb82496f04,CorporateCardSettlement,2024-11-17T00:00:00,236.16,214.69,21.47,PAID
PAY-3745,70f11bb8-5843-4c03-a4ea-648061132b84,ExpenseReimbursement,2023-12-14T00:00:00,1161.93,877.63,284.3,PAID
PAY-3746,70f76209-16c1-4330-8f70-9b6d738e9cc7,BankTransfer,2023-12-21T00:00:00,311.02,246.03,64.99,PAID
PAY-3747,70f76d20-0a92-4876-8b91-a2a7921568d9,BankTransfer,2024-11-20T00:00:00,118.87,99.91,18.96,PAID
PAY-3748,70feff62-7a65-4994-b1d6-fba4e5f83420,CorporateCardSettlement,2023-12-27T00:00:00,321.08,299.34,21.74,PAID
PAY-3749,7100838a-9ac4-478a-aec2-6f70b6b8ab98,CorporateCardSettlement,2025-01-12T00:00:00,829.8,653.39,176.41,PAID
PAY-3750,7109c514-3a52-4122-9e86-60b53b0246bb,CorporateCardSettlement,2024-07-13T00:00:00,1315.56,1102.8,212.76,PAID
PAY-3751,711a2f31-0586-4867-810b-9a589f647f93,BankTransfer,2024-07-02T00:00:00,1119.27,1034.05,85.22,PAID
PAY-3752,712977ac-8570-4ec0-86db-a07d318b685a,CorporateCardSettlement,2025-09-16T00:00:00,127.09,108.19,18.9,PAID
PAY-3753,7136add8-70ed-4526-8984-1bedaea9966b,BankTransfer,2025-04-02T00:00:00,499.92,434.88,65.04,PAID
PAY-3754,713be579-cd1f-428e-828b-95eadeddfab8,ExpenseReimbursement,2024-10-13T00:00:00,605.29,577.19,28.1,PAID
PAY-3755,713d0bcf-cad6-4a21-a23f-e8e0ab93ec70,ExpenseReimbursement,2024-02-05T00:00:00,979.96,833.11,146.85,PAID
PAY-3756,7141284a-69aa-4046-ba40-297a804d0208,CorporateCardSettlement,2025-04-21T00:00:00,799.18,716.59,82.59,PAID
PAY-3757,71423a12-f7df-4c4d-97e3-3352973ea87c,CorporateCardSettlement,2025-05-22T00:00:00,710.65,673.31,37.34,PAID
PAY-3758,714ad75f-e1e9-4370-ae77-9c5a31750f8c,ExpenseReimbursement,2024-04-09T00:00:00,763.03,725.74,37.29,PAID
PAY-3759,714f89dc-1c44-47b4-9e7a-aebca46af925,BankTransfer,2024-07-10T00:00:00,557.58,435.33,122.25,PAID
PAY-3760,71590510-147d-4ade-af8e-3e628a9abe90,BankTransfer,2025-08-23T00:00:00,510.62,457.03,53.59,PAID
PAY-3761,715bfe30-bfcf-4f05-bd5c-d897e9b74578,CorporateCardSettlement,2024-01-27T00:00:00,488.86,467.25,21.61,PAID
PAY-3762,7160e2f7-4fa2-43ee-90f0-ccc281371d89,BankTransfer,2024-04-10T00:00:00,923.63,791.6,132.03,PAID
PAY-3763,7162d817-6458-48c2-b4d2-082840a974f7,BankTransfer,2024-09-25T00:00:00,719.31,697.77,21.54,PAID
PAY-3764,71630c45-c34d-422f-9765-42c63befc9c7,BankTransfer,2023-12-29T00:00:00,1150.28,992.71,157.57,PAID
PAY-3765,71787f4a-5fb3-4933-a070-994ff4a64dc6,BankTransfer,2024-10-12T00:00:00,1357.84,1293.98,63.86,PAID
PAY-3766,717eaa49-68e5-4901-937c-cc51cbb132b0,CorporateCardSettlement,2025-08-25T00:00:00,921.08,780.85,140.23,PAID
PAY-3767,718584dd-0e2d-4991-b9d7-67f1c8ebf061,ExpenseReimbursement,2023-12-06T00:00:00,1204.89,905.49,299.4,PAID
PAY-3768,7186f936-f229-454a-aaeb-518e64371b37,BankTransfer,2025-05-04T00:00:00,372.19,300.98,71.21,PAID
PAY-3769,71921a7e-26a8-4da7-9bf6-f7b6c55ff423,CorporateCardSettlement,2024-05-23T00:00:00,999.3,775.91,223.39,PAID
PAY-3770,7197dace-c116-4ea3-a28e-0f189b9c3ae4,BankTransfer,2024-01-31T00:00:00,1050.82,927.53,123.29,PAID
PAY-3771,719cf560-6c41-4702-930b-78eb7ce8679f,CorporateCardSettlement,2025-05-08T00:00:00,1215.58,1157.6,57.98,PAID
PAY-3772,719d6455-dba5-43e4-9f6e-9f50482cb9fd,BankTransfer,2024-06-02T00:00:00,959.75,773.73,186.02,PAID
PAY-3773,719d71d6-a0fb-421d-8228-e7ed919a8259,CorporateCardSettlement,2024-01-01T00:00:00,1078.03,972.01,106.02,PAID
PAY-3774,71a5063e-d0f7-482e-9732-6e6583b9fad2,ExpenseReimbursement,2023-10-21T00:00:00,802.26,610.32,191.94,PAID
PAY-3775,71b81663-a8f6-406f-bf43-ede4a2dd2a8f,ExpenseReimbursement,2024-05-19T00:00:00,480.59,442.04,38.55,PAID
PAY-3776,71c1265f-891a-48f0-a7f5-8fa41966a592,ExpenseReimbursement,2025-02-19T00:00:00,519.61,404.4,115.21,PAID
PAY-3777,71c44afc-8cdd-417f-a0d3-f997cc0d7526,BankTransfer,2025-09-26T00:00:00,255.94,224.72,31.22,PAID
PAY-3778,71c8dbc9-9150-4c49-aaac-b9f858d579d2,BankTransfer,2024-06-08T00:00:00,907.56,766.88,140.68,PAID
PAY-3779,71ce3c35-9827-497a-b24b-e825d15c95ef,CorporateCardSettlement,2025-01-08T00:00:00,349.24,271.98,77.26,PAID
PAY-3780,71db1cbd-49fb-4c8b-ae40-df8ebd0ef601,ExpenseReimbursement,2024-03-06T00:00:00,1434.65,1385.66,48.99,PAID
PAY-3781,71f26e9f-b341-49ad-bc06-66e64d750fdc,ExpenseReimbursement,2025-03-08T00:00:00,1415.81,1247.43,168.38,PAID
PAY-3782,71f7f5c7-e7a0-4343-b79b-2f9b10128997,ExpenseReimbursement,2024-06-28T00:00:00,751.69,607.51,144.18,PAID
PAY-3783,71f81420-c29d-435a-81f3-0e010c97639b,ExpenseReimbursement,2025-08-24T00:00:00,1028.56,797.64,230.92,PAID
PAY-3784,71f97eb1-e309-4199-bf37-41ac0bfd2c38,CorporateCardSettlement,2025-06-19T00:00:00,1261.56,1160.37,101.19,PAID
PAY-3785,71f9ca34-94d0-40a4-bee9-44d9b6acdd02,ExpenseReimbursement,2025-03-17T00:00:00,1065.79,895.97,169.82,PAID
PAY-3786,72013987-c20d-4777-9901-40726a598fa0,ExpenseReimbursement,2024-04-29T00:00:00,1045.0,834.78,210.22,PAID
PAY-3787,7205585f-d9b4-4d13-b816-3af6b751c29d,BankTransfer,2024-11-24T00:00:00,298.84,291.2,7.64,PAID
PAY-3788,721028cb-a43a-4979-aa9a-863faf4d00be,BankTransfer,2025-10-14T00:00:00,44.45,35.13,9.32,PAID
PAY-3789,721b501d-be8d-4400-8b67-362db6ccf70f,ExpenseReimbursement,2024-10-15T00:00:00,957.91,745.37,212.54,PAID
PAY-3790,7220dca2-785c-4b1d-9a0c-e9aabb59cc0d,ExpenseReimbursement,2024-05-18T00:00:00,230.76,190.34,40.42,PAID
